employeenumber,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework
16350.0,45,No,travel rarely,1329.0,2,2,,4,Female,59,2,2, manufacturing director ,4,divorced,,5388,1,,19,3.0,1,2,10.0,3,3.0,10,3,9,1978,Yes
16420.0,44,No,,602.0,1,5,,1,Male,37,3,2, human resources ,4,married,,10503,4,Yes,11,3.0,3,0,14.0,3,3.0,10,0,2,1979,Yes
16530.0,25,No,,772.0,2,1,life sciences,4,Male,77,4,2, manufacturing director ,3,divorced,52060.0,4973,1,,17,3.0,3,2,7.0,6,3.0,7,0,7,1998,No
16910.0,48,Yes,travel frequently,,7,2,,4,Female,95,3,1, sales representative ,3,,26550.0,11740,2,,11,,3,2,19.0,3,3.0,9,7,7,1975,No
16930.0,26,No,,786.0,7,3,medical,4,Male,76,3,1, laboratory technician ,4,,25700.0,11925,1,No,20,4.0,3,0,7.0,5,3.0,7,5,7,1997,Yes
17030.0,44,No,travel rarely,921.0,2,3,life sciences,3,Female,96,4,3, healthcare representative ,4,,,14810,1,,19,,2,1,,2,3.0,8,6,7,1979,Yes
17270.0,46,No,,717.0,13,4,,3,Male,34,3,2, healthcare representative ,2,single,,9697,6,No,14,3.0,4,0,19.0,3,3.0,10,0,9,1977,Yes
17280.0,35,No,,1370.0,27,4,life sciences,4,Male,49,3,2, manufacturing director ,3,married,,5151,2,,16,3.0,2,1,17.0,3,3.0,7,0,7,1988,Yes
17450.0,30,No,travel frequently,1312.0,2,4,,4,Female,78,2,1, research scientist ,1,,49680.0,26427,0,,16,3.0,4,0,10.0,2,,9,0,7,1993,No
17540.0,30,No,,979.0,15,2,marketing,3,Male,94,2,3, sales executive ,1,,,3088,2,No,11,3.0,1,1,,2,3.0,7,1,7,1993,Yes
17560.0,33,No,non travel,1283.0,2,3,marketing,4,Female,62,3,2, sales executive ,2,,51470.0,10697,8,No,15,3.0,4,0,13.0,2,2.0,11,1,7,1990,Yes
17640.0,32,No,,953.0,5,4,,2,Male,65,3,1, research scientist ,2,single,27180.0,17674,2,No,14,3.0,2,0,12.0,3,3.0,7,0,7,1991,Yes
17780.0,43,No,travel rarely,244.0,2,3,life sciences,2,Male,97,3,1, human resources ,4,,35390.0,5033,0,No,13,3.0,2,0,,5,3.0,9,1,8,1980,No
17970.0,35,Yes,,303.0,27,3,,3,Male,84,3,2, sales executive ,4,,58130.0,13492,1,,18,3.0,4,0,,2,3.0,10,7,7,1988,No
18040.0,35,No,non travel,1180.0,2,2,medical,2,Male,90,3,2, manufacturing director ,4,divorced,,24442,2,No,14,3.0,3,1,15.0,6,3.0,7,1,7,1988,No
18160.0,30,No,,1092.0,10,3,medical,1,Female,64,3,3, manufacturing director ,3,single,96670.0,2739,9,No,14,3.0,2,0,9.0,3,3.0,7,0,2,1993,No
18210.0,46,Yes,travel rarely,261.0,19,2,medical,4,Female,66,3,2, healthcare representative ,2,married,,10842,4,No,22,4.0,4,1,13.0,2,4.0,9,3,7,1977,No
18490.0,43,No,travel frequently,1422.0,2,4,life sciences,1,Male,92,3,2, sales executive ,4,married,56750.0,19246,1,,20,4.0,3,1,7.0,5,3.0,7,7,7,1980,No
18690.0,46,Yes,,,10,3,life sciences,3,Female,64,3,3, sales executive ,2,,73140.0,14011,5,,21,4.0,3,3,14.0,2,3.0,8,0,7,1977,Yes
18980.0,27,No,travel rarely,511.0,2,2,,1,Female,89,4,2, sales executive ,3,single,,26997,0,No,14,3.0,2,0,9.0,5,2.0,8,0,7,1996,No
19110.0,42,No,,1396.0,6,3,medical,3,Male,83,3,3, research director ,1,married,,14842,9,No,13,3.0,2,1,18.0,3,4.0,13,5,7,1981,Yes
19270.0,28,No,travel frequently,,1,2,life sciences,3,Male,42,2,2, sales executive ,4,married,,19255,1,,12,3.0,3,1,7.0,2,3.0,7,0,7,1995,Yes
19340.0,47,No,,1169.0,14,4,,3,Male,64,3,2, research scientist ,2,married,,2125,8,,18,3.0,3,1,,4,4.0,8,1,7,1976,No
19510.0,34,No,travel rarely,1239.0,13,4,medical,4,Male,39,3,3, sales executive ,3,divorced,,22914,1,No,18,3.0,3,1,9.0,2,2.0,8,1,1,1989,Yes
19520.0,26,No,,157.0,1,3,medical,3,Male,95,3,1, laboratory technician ,1,single,,20006,0,No,13,3.0,4,0,8.0,6,,7,7,6,1997,Yes
19650.0,27,No,travel rarely,954.0,9,3,,4,Male,44,3,2, sales executive ,4,,,5099,1,,14,3.0,1,0,,5,,7,0,7,1996,No
19670.0,31,Yes,travel frequently,754.0,26,4,marketing,1,Male,63,3,2, sales executive ,4,,,21075,1,Yes,11,3.0,3,0,10.0,4,3.0,10,0,8,1992,Yes
19790.0,31,No,,697.0,10,3,,3,Female,40,3,3, research director ,3,married,,26862,4,No,20,4.0,3,1,13.0,2,4.0,11,4,8,1992,Yes
20080.0,35,No,,1395.0,9,4,medical,2,Male,48,3,2, research scientist ,3,,50980.0,18698,1,No,19,3.0,2,0,10.0,5,3.0,10,0,8,1988,Yes
20090.0,33,No,travel rarely,501.0,15,2,,2,Female,95,3,2, healthcare representative ,4,married,,21653,0,Yes,13,,1,1,,6,3.0,9,8,1,1990,Yes
20140.0,39,No,travel rarely,116.0,24,1,life sciences,1,Male,52,3,2, research scientist ,4,single,,5340,7,No,13,,1,0,,2,3.0,7,1,7,1984,No
20340.0,41,No,travel rarely,582.0,28,4,life sciences,1,Female,60,2,4, manufacturing director ,2,married,135700.0,5640,0,No,23,,3,1,21.0,3,3.0,20,0,10,1982,Yes
20350.0,34,No,,704.0,28,3,marketing,4,Female,95,2,2, sales executive ,3,married,67120.0,8978,1,No,21,4.0,4,2,8.0,2,3.0,8,1,7,1989,No
20620.0,39,No,travel rarely,613.0,6,1,,4,Male,42,2,3, healthcare representative ,1,,99910.0,21457,4,,15,3.0,1,1,,5,3.0,7,1,7,1984,Yes
280.0,34,No,travel rarely,419.0,7,4,,1,Female,53,3,3, research director ,2,single,,21293,0,No,11,,3,0,,4,3.0,12,2,11,1989,No
620.0,46,No,,1211.0,5,4,,1,Male,98,3,2, sales executive ,4,single,,20445,4,,21,,3,0,14.0,4,3.0,9,0,8,1977,Yes
1990.0,41,No,travel frequently,857.0,10,3,life sciences,4,Male,91,2,4, manager ,1,divorced,,12888,4,,13,3.0,2,1,,2,2.0,7,7,7,1982,No
3430.0,39,No,,505.0,2,4,,3,Female,64,3,3, healthcare representative ,3,single,109380.0,6420,0,No,25,4.0,4,0,20.0,1,3.0,19,11,8,1984,No
3510.0,42,No,travel rarely,269.0,2,3,medical,4,Female,56,2,1, laboratory technician ,1,divorced,25930.0,8007,0,Yes,11,3.0,3,1,10.0,4,3.0,9,7,8,1981,Yes
4280.0,33,No,travel frequently,553.0,5,4,,4,Female,74,3,3, manager ,2,married,118780.0,23364,6,,11,,2,2,12.0,2,3.0,10,8,8,1990,Yes
4640.0,35,No,travel rarely,1296.0,5,4,technical degree,3,Male,62,3,3, manufacturing director ,2,single,80950.0,18264,0,No,13,3.0,4,0,17.0,5,3.0,16,0,13,1988,Yes
7310.0,41,No,travel rarely,427.0,10,4,human resources,2,Male,73,2,5, manager ,4,divorced,,8861,3,No,15,3.0,2,3,23.0,2,2.0,21,12,6,1982,No
7640.0,27,No,,975.0,7,3,,4,Female,55,2,2, healthcare representative ,1,,,23398,8,No,19,3.0,1,0,,2,1.0,7,0,7,1996,No
8510.0,51,No,travel rarely,1318.0,26,4,marketing,1,Female,66,3,4, manager ,3,married,,5594,2,No,14,3.0,3,1,,2,2.0,20,4,17,1972,No
9030.0,47,No,travel rarely,249.0,2,2,marketing,3,Female,35,3,2, sales executive ,4,,45370.0,17783,0,,22,4.0,1,1,8.0,2,3.0,7,7,7,1976,Yes
9050.0,50,No,non travel,881.0,2,4,,1,Male,98,3,4, manager ,1,divorced,179240.0,4544,1,,11,3.0,4,1,31.0,3,3.0,31,14,7,1973,No
9420.0,35,No,travel rarely,1137.0,21,1,life sciences,4,Female,51,3,2, healthcare representative ,4,married,40140.0,19170,1,,25,4.0,4,1,10.0,2,1.0,10,0,7,1988,Yes
10260.0,39,No,travel rarely,466.0,1,1,,4,Female,65,2,4, manufacturing director ,4,married,127420.0,7060,1,No,16,3.0,3,1,,3,3.0,21,11,8,1984,Yes
10850.0,41,No,,509.0,7,2,,2,Female,43,4,1, research scientist ,3,,33760.0,18863,1,No,13,3.0,3,0,,3,3.0,10,0,8,1982,No
11090.0,42,No,,469.0,2,2,medical,4,Male,35,3,4, manager ,1,,,14399,0,No,17,3.0,4,1,23.0,3,3.0,22,13,7,1981,No
11180.0,52,No,travel rarely,994.0,7,4,life sciences,2,Male,87,3,3, healthcare representative ,2,single,,15322,7,,19,3.0,4,0,18.0,4,,8,4,0,1971,Yes
11520.0,38,No,,433.0,1,3,,3,Male,37,4,1, human resources ,3,,,6004,1,No,13,3.0,4,1,7.0,2,4.0,7,5,0,1985,Yes
13500.0,35,No,,482.0,4,4,life sciences,3,Male,87,3,2, research scientist ,3,single,42490.0,2690,1,,11,3.0,2,0,,3,3.0,9,1,1,1988,No
15140.0,28,No,travel rarely,1083.0,29,1,life sciences,3,Male,96,1,2, manufacturing director ,2,married,65490.0,3173,1,,14,,2,2,8.0,2,2.0,8,1,7,1995,Yes
15230.0,44,No,,136.0,28,3,life sciences,4,Male,32,3,4, research director ,1,married,,22074,3,No,13,3.0,3,1,,1,4.0,20,14,17,1979,Yes
15390.0,50,No,,333.0,22,5,,3,Male,88,1,4, research director ,4,,144110.0,24450,1,,13,3.0,4,0,,2,3.0,32,13,9,1973,No
15880.0,39,No,,1462.0,6,3,,4,Male,38,4,3, sales executive ,3,married,82370.0,4658,2,No,11,3.0,1,1,11.0,3,3.0,7,7,6,1984,Yes
16170.0,49,No,,722.0,13,4,,13,Female,84,3,1, laboratory technician ,1,,32110.0,22102,1,,14,3.0,4,1,10.0,3,2.0,9,1,4,1974,Yes
17190.0,45,No,,,28,2,technical degree,4,Female,48,2,4, research director ,2,single,167040.0,17119,1,,11,,3,0,21.0,2,3.0,21,8,6,1978,No
18700.0,27,No,,1131.0,15,3,,4,Female,77,2,1, research scientist ,1,married,47740.0,23844,0,No,19,3.0,4,1,,2,,7,7,3,1996,No
20310.0,42,No,travel rarely,300.0,2,3,,1,Male,56,3,5, manager ,3,married,,17312,5,,11,3.0,1,0,24.0,2,2.0,22,4,14,1981,Yes
20650.0,49,No,,1023.0,2,3,,4,Male,63,2,2, sales executive ,2,married,,13243,2,,14,3.0,4,0,17.0,3,2.0,9,0,8,1974,Yes
150.0,29,No,travel rarely,153.0,15,2,life sciences,4,Female,49,2,2, laboratory technician ,3,single,,12682,0,Yes,12,3.0,4,0,10.0,3,3.0,9,0,8,1994,Yes
600.0,34,No,non travel,1065.0,12,4,marketing,12,Male,72,3,2, sales executive ,3,,45680.0,10034,0,No,20,4.0,3,0,,2,3.0,9,8,7,1989,No
850.0,36,No,,1195.0,11,3,,2,Male,95,2,2, manufacturing director ,2,single,64990.0,22656,1,No,13,3.0,3,0,6.0,3,3.0,6,0,3,1987,Yes
3460.0,29,No,travel rarely,665.0,15,3,,3,Male,60,3,1, research scientist ,4,,,22673,1,No,19,3.0,1,0,6.0,1,3.0,6,1,5,1994,No
3840.0,26,No,,1479.0,1,3,,3,Female,84,3,2, manufacturing director ,2,,63970.0,26767,1,No,20,4.0,1,1,6.0,6,1.0,6,1,4,1997,No
4980.0,28,No,,304.0,9,4,life sciences,2,Male,92,3,2, sales executive ,4,single,,20750,1,No,16,3.0,4,0,,1,3.0,7,0,7,1995,Yes
5510.0,42,No,travel frequently,1368.0,30,4,technical degree,4,Female,0,2,2, healthcare representative ,4,married,,4386,0,No,11,3.0,4,3,7.0,4,4.0,6,0,4,1981,Yes
6040.0,31,No,travel rarely,828.0,2,1,life sciences,2,Male,77,3,2, sales executive ,4,,,8346,4,Yes,13,3.0,3,0,10.0,2,4.0,6,0,5,1992,Yes
6260.0,37,No,non travel,142.0,9,4,,1,Male,69,3,3, sales executive ,2,divorced,,24666,1,No,13,3.0,4,1,9.0,6,3.0,9,7,7,1986,No
6440.0,50,No,,1246.0,3,3,,1,Male,99,3,5, manager ,2,married,,7999,1,No,11,3.0,3,1,,2,3.0,32,10,7,1973,No
6490.0,34,No,,254.0,1,2,life sciences,2,Male,83,2,1, research scientist ,4,,36220.0,22794,1,Yes,13,3.0,4,1,6.0,3,3.0,6,1,3,1989,Yes
7140.0,27,No,travel frequently,1410.0,3,1,medical,4,Female,71,4,2, sales executive ,4,,,16673,1,,20,,2,2,,3,3.0,6,0,4,1996,No
7810.0,25,No,,883.0,42,1,,42,Female,32,3,2, sales executive ,4,single,61800.0,22807,1,No,23,4.0,2,0,6.0,5,2.0,6,1,4,1998,No
8040.0,34,No,,121.0,2,4,,3,Female,86,2,1, research scientist ,1,,43810.0,7530,1,,11,,3,0,6.0,3,3.0,6,1,3,1989,Yes
8560.0,35,No,,1343.0,16,1,medical,16,Female,53,2,1, research scientist ,1,,25590.0,17852,1,,11,3.0,4,0,6.0,3,2.0,6,1,1,1988,No
9980.0,33,No,,827.0,1,4,,3,Female,84,4,2, healthcare representative ,2,married,54880.0,20161,1,Yes,13,3.0,1,1,,2,3.0,6,1,2,1990,Yes
11200.0,29,No,,1107.0,28,4,life sciences,3,Female,93,3,1, research scientist ,4,divorced,25140.0,26968,4,No,22,4.0,1,1,11.0,1,3.0,7,1,7,1994,No
11430.0,29,No,travel frequently,490.0,10,3,,4,Female,61,3,1, research scientist ,2,divorced,,17940,0,No,14,3.0,4,2,8.0,2,2.0,7,1,1,1994,Yes
12510.0,31,No,travel rarely,1332.0,11,2,,3,Male,80,3,2, healthcare representative ,1,married,,17089,1,Yes,12,,4,0,6.0,2,2.0,6,0,1,1992,No
14380.0,47,No,travel rarely,465.0,1,3,,1,Male,74,3,1, research scientist ,4,,34200.0,10205,7,No,12,3.0,3,1,17.0,2,2.0,6,1,2,1976,Yes
15740.0,32,No,,1200.0,1,4,,4,Male,0,3,2, research scientist ,1,married,40870.0,25174,4,,14,3.0,2,1,9.0,3,2.0,6,1,2,1991,Yes
16710.0,32,No,,977.0,2,3,medical,4,Male,45,3,2, research scientist ,2,divorced,,25518,0,No,13,3.0,3,2,10.0,4,2.0,9,1,6,1991,Yes
940.0,29,No,travel rarely,1328.0,2,3,life sciences,3,Male,76,3,1, research scientist ,2,married,,4956,0,No,23,4.0,4,1,,3,3.0,5,0,4,1994,No
1120.0,56,No,,,13,3,,4,Male,0,1,3, manufacturing director ,4,,,21698,4,No,11,3.0,1,0,37.0,3,2.0,6,0,2,1967,Yes
1290.0,28,No,,120.0,4,3,medical,2,Male,43,3,2, sales executive ,3,,42210.0,8863,1,,15,3.0,2,0,5.0,3,4.0,5,0,4,1995,Yes
1420.0,25,Yes,travel rarely,240.0,5,3,,3,Male,46,2,2, sales executive ,3,single,,26959,1,Yes,11,3.0,4,0,,1,3.0,6,0,3,1998,Yes
1610.0,56,Yes,,441.0,14,4,life sciences,2,Female,72,3,1, research scientist ,2,,49630.0,4510,9,,18,3.0,1,3,7.0,2,3.0,5,4,3,1967,Yes
1640.0,26,No,,841.0,6,3,,3,Female,46,2,1, research scientist ,2,married,,23300,1,,19,3.0,3,0,5.0,3,2.0,5,4,3,1997,No
1900.0,32,Yes,,1033.0,9,3,medical,1,Female,41,3,1, laboratory technician ,1,,42000.0,10224,7,No,22,4.0,1,0,,2,4.0,5,0,4,1991,No
1940.0,30,No,travel rarely,,18,3,life sciences,1,Female,75,3,1, research scientist ,3,single,,23910,1,No,14,3.0,3,0,,4,2.0,5,0,4,1993,Yes
2260.0,50,No,travel rarely,1452.0,11,3,,3,Female,53,3,5, manager ,2,,,17053,3,,15,3.0,2,0,,5,3.0,5,4,4,1973,No
2310.0,32,No,,120.0,6,5,life sciences,3,Male,43,3,1, research scientist ,3,,,12430,3,No,20,4.0,1,0,8.0,2,,5,1,4,1991,No
2400.0,45,No,travel rarely,1268.0,4,2,,3,Female,30,3,2, sales executive ,1,,50060.0,6319,4,,11,3.0,1,1,9.0,3,4.0,5,0,3,1978,No
2620.0,43,No,,,7,3,,4,Male,37,4,1, research scientist ,4,divorced,,5228,4,No,14,3.0,4,3,7.0,3,4.0,5,2,2,1980,Yes
2830.0,29,Yes,,121.0,27,3,marketing,2,Female,35,3,3, sales executive ,4,married,76390.0,24525,1,,22,4.0,4,3,10.0,3,2.0,10,1,9,1994,Yes
3080.0,31,No,non travel,,1,4,medical,3,Male,90,1,2, manufacturing director ,3,,,4381,0,,12,3.0,4,1,6.0,2,3.0,5,1,4,1992,Yes
3250.0,33,Yes,,813.0,14,3,,3,Male,58,3,1, laboratory technician ,4,married,,22149,5,Yes,13,3.0,3,1,8.0,2,1.0,5,0,4,1990,No
3550.0,31,Yes,,307.0,29,2,,3,Male,71,2,1, laboratory technician ,2,,,11652,0,No,11,3.0,2,0,,2,4.0,5,1,4,1992,Yes
3780.0,37,No,,228.0,6,4,,3,Male,0,3,2, sales executive ,4,,65020.0,22825,4,No,14,3.0,2,1,,5,4.0,5,0,1,1986,Yes
4490.0,27,No,non travel,210.0,1,1,marketing,3,Male,73,3,2, sales executive ,2,,63490.0,22107,0,Yes,13,3.0,4,1,,0,,5,1,4,1996,Yes
4660.0,41,No,travel rarely,483.0,6,3,,4,Male,0,2,2, manufacturing director ,2,single,,10110,6,Yes,15,3.0,4,0,,3,3.0,5,1,2,1982,Yes
4860.0,37,No,travel rarely,921.0,10,3,medical,3,Female,98,3,1, laboratory technician ,1,,,17663,6,No,20,4.0,2,1,,3,3.0,5,0,3,1986,Yes
4920.0,40,Yes,,575.0,22,2,,22,Male,68,2,2, sales executive ,3,,63800.0,6110,2,Yes,12,3.0,1,2,8.0,6,3.0,6,1,0,1983,Yes
5050.0,55,No,,1311.0,2,3,,3,Female,97,3,4, manager ,4,single,,23258,2,Yes,13,3.0,3,0,,2,3.0,5,1,2,1968,No
5100.0,26,Yes,travel frequently,575.0,3,1,,3,Male,73,3,1, research scientist ,1,,31020.0,6582,0,,22,4.0,3,0,,2,3.0,6,0,4,1997,Yes
5270.0,25,No,,891.0,4,2,,2,Female,99,2,2, sales executive ,4,single,,12090,1,Yes,11,3.0,2,0,5.0,3,3.0,5,1,3,1998,No
5470.0,42,No,travel frequently,532.0,12,2,,1,Female,92,3,2, research scientist ,3,,45560.0,12932,2,No,11,3.0,2,1,19.0,3,3.0,5,0,2,1981,No
5480.0,30,No,travel rarely,317.0,2,3,life sciences,3,Female,43,1,2, manufacturing director ,4,,,24793,2,No,20,4.0,3,0,11.0,2,3.0,5,0,2,1993,Yes
5770.0,35,No,travel rarely,144.0,22,3,life sciences,4,Male,46,1,1, laboratory technician ,3,single,42300.0,19225,0,No,15,3.0,3,0,,2,3.0,5,4,3,1988,No
6790.0,32,No,travel rarely,646.0,9,4,,1,Female,92,3,2, research scientist ,4,married,63220.0,18089,1,,12,3.0,4,1,6.0,2,,6,0,5,1991,No
7850.0,47,Yes,,719.0,27,2,life sciences,2,Female,77,4,2, sales executive ,3,,,10339,4,Yes,12,3.0,4,0,8.0,2,3.0,5,1,3,1976,No
8610.0,30,No,travel frequently,1012.0,5,4,life sciences,2,Male,0,2,1, research scientist ,4,divorced,,2373,9,No,12,3.0,2,1,10.0,3,2.0,5,0,3,1993,Yes
8640.0,45,No,,930.0,9,3,marketing,4,Male,74,3,3, sales executive ,1,divorced,107610.0,19239,4,Yes,12,3.0,3,1,18.0,2,3.0,5,0,2,1978,No
8780.0,36,No,travel rarely,1278.0,8,3,life sciences,1,Male,77,2,1, human resources ,1,,,8635,0,,21,4.0,3,0,,3,3.0,5,0,3,1987,Yes
8950.0,31,No,,1222.0,11,4,,4,Male,48,3,1, research scientist ,4,,,14871,3,,19,3.0,2,1,,2,3.0,6,0,2,1992,Yes
9000.0,37,No,travel frequently,1231.0,21,2,medical,3,Female,54,3,1, sales representative ,4,married,29730.0,21222,5,,15,3.0,2,1,,3,3.0,5,0,0,1986,No
9360.0,42,No,,462.0,14,2,,3,Female,68,2,2, sales executive ,3,,,7824,7,,17,3.0,1,0,,6,3.0,5,0,3,1981,Yes
9970.0,50,No,,,1,2,medical,4,Male,66,3,4, research director ,4,divorced,173990.0,6615,9,No,22,,3,1,32.0,1,2.0,5,1,3,1973,Yes
10480.0,59,No,travel rarely,1089.0,1,2,,2,Male,66,3,3, manager ,4,,,11038,3,Yes,14,3.0,3,1,14.0,1,1.0,6,0,4,1964,Yes
10710.0,56,No,,1240.0,9,3,medical,1,Female,63,3,1, research scientist ,3,married,,12154,2,No,19,3.0,2,1,18.0,4,3.0,5,0,3,1967,No
11160.0,48,No,,1262.0,1,4,,1,Male,35,4,4, manager ,4,single,168850.0,16154,2,No,22,,3,0,,3,2.0,5,2,1,1975,Yes
11320.0,39,No,,439.0,9,3,life sciences,3,Male,70,3,2, laboratory technician ,2,single,,8770,9,No,15,3.0,3,0,9.0,2,2.0,5,0,3,1984,No
11710.0,42,No,travel rarely,647.0,4,4,marketing,2,Male,45,3,2, sales executive ,1,single,51550.0,2253,7,No,13,3.0,4,0,,3,,6,1,5,1981,No
12000.0,44,Yes,,1097.0,10,4,,3,Male,96,3,1, research scientist ,3,single,29360.0,10826,1,Yes,11,3.0,3,0,6.0,4,3.0,6,0,2,1979,No
12020.0,29,No,travel rarely,942.0,15,1,,2,Female,69,1,1, research scientist ,4,married,,26933,0,Yes,18,,1,1,6.0,2,2.0,5,1,3,1994,No
12450.0,54,No,travel frequently,966.0,1,4,,4,Female,53,3,3, manufacturing director ,3,,,9659,7,No,17,3.0,1,1,33.0,2,1.0,5,1,4,1969,No
12800.0,46,No,,168.0,4,2,,4,Female,33,2,5, manager ,2,married,187890.0,9946,2,,14,3.0,3,1,,2,3.0,11,0,8,1977,Yes
13090.0,32,Yes,travel rarely,1089.0,7,2,life sciences,4,Male,79,3,2, laboratory technician ,3,,48830.0,22845,1,,18,3.0,1,1,,3,3.0,10,1,1,1991,Yes
13740.0,34,No,non travel,999.0,26,1,,1,Female,92,2,1, research scientist ,3,divorced,20290.0,15891,1,No,20,4.0,3,3,5.0,2,3.0,5,0,0,1989,Yes
13900.0,39,No,travel rarely,1498.0,21,4,,1,Male,44,2,2, sales executive ,4,married,,3567,3,,12,3.0,4,2,8.0,2,4.0,5,1,4,1984,No
13950.0,33,No,,1111.0,41,1,life sciences,41,Male,61,3,2, sales executive ,4,married,,19293,6,,13,3.0,1,0,8.0,2,4.0,5,1,2,1990,Yes
13970.0,39,No,non travel,1485.0,25,2,,3,Male,71,3,3, healthcare representative ,3,,,3449,3,No,21,4.0,2,1,13.0,2,3.0,6,0,5,1984,No
14090.0,52,No,travel rarely,258.0,8,4,other,3,Female,54,3,1, laboratory technician ,1,married,,17363,9,No,13,,3,0,12.0,2,1.0,5,0,4,1971,Yes
14250.0,36,No,,1174.0,3,4,,1,Female,99,3,2, sales executive ,2,single,92780.0,20763,3,Yes,16,3.0,4,0,15.0,3,3.0,5,0,1,1987,Yes
14350.0,36,No,,172.0,47,4,life sciences,47,Male,0,2,2, laboratory technician ,4,single,,22604,1,,16,3.0,3,0,10.0,2,2.0,10,1,8,1987,Yes
14450.0,24,No,travel rarely,,4,1,,4,Female,42,3,2, sales executive ,3,married,41620.0,15211,1,Yes,12,3.0,3,2,,3,3.0,5,0,3,1999,Yes
14690.0,28,No,,866.0,5,3,,4,Male,0,3,2, sales executive ,1,single,,23490,0,,18,3.0,4,0,,4,3.0,5,1,3,1995,Yes
15030.0,47,No,travel rarely,571.0,14,3,medical,3,Female,0,3,2, sales executive ,3,married,,24200,3,,17,3.0,3,1,,4,2.0,5,1,2,1976,Yes
15340.0,40,Yes,,676.0,9,4,life sciences,4,Male,86,3,1, laboratory technician ,1,single,,21831,3,,14,3.0,2,0,15.0,3,1.0,5,1,0,1983,No
15460.0,45,No,travel rarely,950.0,49,3,technical degree,49,Male,97,3,1, research scientist ,4,married,,4585,4,No,20,4.0,4,1,,3,3.0,5,0,3,1978,Yes
15480.0,40,No,travel rarely,1342.0,9,2,,1,Male,47,3,2, sales executive ,1,,,19345,0,,12,3.0,4,0,,5,4.0,8,7,1,1983,Yes
15980.0,40,No,,118.0,14,2,life sciences,4,Female,84,3,2, sales executive ,1,married,,11262,1,No,15,3.0,3,1,5.0,2,3.0,5,1,2,1983,Yes
15990.0,43,No,,990.0,27,3,,4,Male,87,4,1, laboratory technician ,2,divorced,48760.0,5855,5,,12,3.0,3,1,,0,,6,0,2,1980,No
16090.0,30,No,,241.0,7,3,,2,Male,48,2,1, research scientist ,2,,21410.0,5348,1,No,12,3.0,2,1,6.0,3,2.0,6,1,1,1993,Yes
16380.0,38,No,,,2,2,,4,Female,54,2,3, manufacturing director ,3,,77560.0,14199,3,,19,3.0,4,1,10.0,6,4.0,5,0,2,1985,Yes
16400.0,37,No,travel rarely,1470.0,10,3,,2,Female,71,3,1, research scientist ,2,married,39360.0,9953,1,,11,3.0,1,1,8.0,2,1.0,8,7,7,1986,No
16640.0,36,No,travel rarely,1040.0,11,2,life sciences,11,Male,79,4,2, healthcare representative ,1,divorced,68420.0,26308,6,No,20,4.0,1,1,13.0,3,3.0,5,0,4,1987,Yes
16840.0,23,Yes,travel rarely,1320.0,8,1,medical,4,Male,93,2,1, laboratory technician ,3,single,39890.0,20586,1,,11,,1,0,5.0,2,3.0,5,1,2,2000,Yes
17040.0,35,No,,146.0,2,4,,1,Male,79,2,1, research scientist ,4,,49300.0,13970,0,Yes,14,3.0,3,0,6.0,2,4.0,5,1,4,1988,Yes
17360.0,31,No,travel frequently,163.0,24,1,technical degree,4,Female,30,3,2, manufacturing director ,4,single,,6670,2,,20,4.0,4,0,9.0,3,2.0,5,1,4,1992,Yes
17820.0,38,No,travel rarely,1153.0,6,2,other,4,Female,40,2,1, laboratory technician ,3,married,37020.0,16376,1,No,11,3.0,2,1,5.0,3,3.0,5,0,4,1985,Yes
18260.0,35,No,,185.0,23,4,medical,2,Male,91,1,1, laboratory technician ,3,married,27050.0,9696,0,,16,,2,1,6.0,2,4.0,5,0,3,1988,Yes
18500.0,27,No,travel frequently,1297.0,48,2,,48,Female,0,3,1, laboratory technician ,4,single,23790.0,19826,0,Yes,14,3.0,3,0,6.0,3,2.0,5,0,2,1996,Yes
19090.0,41,No,,337.0,8,3,,3,Female,54,3,2, sales executive ,2,,,26841,5,No,21,4.0,3,1,14.0,3,3.0,5,1,4,1982,Yes
19240.0,33,No,travel rarely,217.0,15,4,marketing,2,Male,43,3,2, sales executive ,3,single,54870.0,10410,1,No,14,3.0,2,0,,2,2.0,10,0,9,1990,No
19410.0,49,No,,1064.0,2,1,life sciences,2,Male,42,3,5, research director ,4,married,,13738,3,No,15,3.0,4,0,28.0,3,3.0,5,4,3,1974,No
19490.0,36,No,non travel,1351.0,9,4,,1,Male,66,4,1, laboratory technician ,2,,28100.0,9238,1,No,22,4.0,2,0,5.0,3,3.0,5,0,2,1987,Yes
270.0,36,Yes,travel rarely,1218.0,9,4,life sciences,3,Male,82,2,1, sales representative ,1,single,,6986,7,No,23,4.0,2,0,,4,,5,0,3,1987,No
460.0,43,No,travel rarely,1273.0,2,2,medical,4,Female,72,4,1, research scientist ,3,,,21923,1,No,12,3.0,4,2,6.0,3,2.0,5,1,4,1980,No
520.0,33,No,travel frequently,1141.0,18,3,life sciences,18,Female,42,4,2, sales executive ,1,married,,3193,2,No,19,,1,2,,3,3.0,5,1,3,1990,No
