unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,roledepartament,remotework
860,29,No,,1247.0,,19,2,marketing,"349,0",4,Male,45,3,2, sales executive ,4,Divorced,"6931,0",10732,2,No,14,"3,0",4,1,,2,"3,0",3,,0,2,"6931,0",1994,,0
861,25,No,travel rarely,685.0,,1,3,,"350,0",1,Female,62,3,2, manufacturing director ,3,Married,,7505,0,No,12,"3,0",4,2,"5,0",3,"3,0",4,,1,2,,1998,,0
862,32,No,,128.0,,2,1,,"362,0",4,Male,84,2,2, laboratory technician ,1,,"2176,0",19737,4,No,13,"3,0",4,0,"9,0",5,"3,0",6,,0,4,"2176,0",1991,,0
863,28,No,travel rarely,1158.0,,9,3,,,4,Male,94,3,1, research scientist ,4,Married,,2613,1,No,23,"4,0",4,1,,3,,5,,0,4,,1995,,1
864,21,No,travel rarely,996.0,,3,2,,"379,0",4,Male,100,2,1, research scientist ,3,Single,"3230,0",10531,1,No,17,"3,0",1,0,,4,"4,0",3,,1,0,"3230,0",2002,,0
865,37,No,non travel,728.0,,1,4,medical,"380,0",1,Female,80,3,3, research director ,4,divorced,,11677,2,Yes,18,"3,0",1,2,,2,"3,0",5,,0,2,,1986,,0
866,38,No,travel rarely,688.0,,23,4,life sciences,"393,0",4,Male,82,3,2, healthcare representative ,4,,,18899,9,,14,"3,0",2,1,,2,"3,0",2,,1,2,,1985,,False
867,26,Yes,travel rarely,1449.0,,16,4,medical,"394,0",1,Male,45,3,1, laboratory technician ,2,Divorced,,14180,2,Yes,13,"3,0",4,1,,2,"3,0",3,,0,2,,1997,,False
868,49,No,,636.0,,10,4,life sciences,"396,0",3,Female,Not Available,3,5, research director ,1,Single,"18665,0",25594,9,Yes,11,"3,0",4,0,,4,"3,0",3,,1,2,"18665,0",1974,,True
869,31,No,travel frequently,444.0, sales ,5,3,,,4,Female,84,3,1, sales representative ,2,Divorced,"2789,0",3909,1,,11,"3,0",3,1,"2,0",5,"2,0",2,,2,2,"2789,0",1992, sales representative  -  sales ,True
870,37,No,travel frequently,889.0,,9,3,medical,"403,0",2,Male,53,3,1, research scientist ,4,Married,,11411,1,,12,"3,0",3,3,,3,"2,0",4,,1,2,,1986,,0
871,31,No,travel rarely,691.0, research & development ,11,4,,"423,0",11,Male,86,3,1, research scientist ,4,Marreid,,10077,0,,12,"3,0",3,1,,4,"3,0",5,,0,3,,1992, research scientist  -  research & development ,1
872,31,No,travel rarely,106.0,,2,3,human resources,"424,0",1,Male,62,2,2, human resources ,1,,"6410,0",17822,3,No,12,"3,0",4,0,,1,"3,0",2,,1,0,"6410,0",1992,,False
873,31,No,,, research & development ,2,4,,,3,Male,32,3,1, research scientist ,4,,,7747,0,,18,"3,0",2,1,"3,0",2,"1,0",2,,2,2,,1992, research scientist  -  research & development ,True
874,52,Yes,,723.0,,17,4,medical,"433,0",17,Male,85,2,2, research scientist ,2,,"4941,0",17747,2,No,15,,1,0,"11,0",3,"2,0",8,,7,7,"4941,0",1971,,False
875,28,Yes,,1157.0,,2,4,medical,"440,0",1,Male,84,1,1, research scientist ,4,Married,,24737,5,Yes,13,"3,0",4,0,,4,"2,0",3,,2,2,,1995,,True
876,47,No,travel rarely,1482.0,,5,5,,"447,0",4,Male,42,3,5, research director ,3,Married,,16375,4,,11,"3,0",2,1,"21,0",2,"3,0",3,,1,1,,1976,,False
877,29,No,,738.0,,9,5,other,"455,0",2,Male,30,2,1, laboratory technician ,4,,"3983,0",7621,0,No,17,"3,0",3,0,"4,0",2,,3,,2,2,"3983,0",1994,,True
878,37,No,,1192.0,,5,2,medical,"460,0",4,Male,61,3,2, manufacturing director ,4,,"6347,0",23177,7,No,16,"3,0",3,2,"8,0",2,"2,0",6,,0,4,"6347,0",1986,,Yes
879,23,No,,1309.0,,26,1,,"465,0",3,Male,83,3,1, research scientist ,4,,"2904,0",16092,1,,12,"3,0",3,2,,2,"2,0",4,,0,2,"2904,0",2000,,0
880,42,No,travel rarely,544.0, human resources ,2,1,,"470,0",3,Male,52,3,1, human resources ,3,Divorced,"2696,0",24017,0,Yes,11,"3,0",3,1,"4,0",5,"3,0",3,,1,0,"2696,0",1981, human resources  -  human resources ,False
881,30,No,,641.0, sales ,25,2,,"475,0",4,Female,85,3,2, sales executive ,3,,,6069,7,,12,"3,0",2,1,"4,0",2,"4,0",2,,2,2,,1993, sales executive  -  sales ,0
882,21,Yes,,756.0,,31,1,,"478,0",1,Female,99,2,1, sales representative ,2,Single,"2174,0",9150,1,,11,"3,0",3,0,"3,0",3,"3,0",3,,1,2,"2174,0",2002,,Yes
883,57,No,travel rarely,593.0,,1,4,medical,"482,0",4,Male,88,3,2, healthcare representative ,3,,"6755,0",2967,2,No,11,"3,0",3,0,,2,"3,0",3,,1,2,"6755,0",1966,,1
884,21,No,,895.0,,9,2,,,1,Male,39,3,1, sales representative ,4,Single,,2851,1,,24,"4,0",3,0,"3,0",3,"2,0",3,"2,0",2,2,,2002,,1
885,31,No,travel rarely,408.0,,9,4,life sciences,,3,Male,42,2,1, research scientist ,2,,"2657,0",7551,0,,16,"3,0",4,0,"3,0",5,"3,0",2,,2,2,"2657,0",1992,,True
886,29,No,,1283.0, research & development ,17,3,,"495,0",17,Male,54,3,1, research scientist ,4,,,18168,9,No,16,,4,0,"6,0",4,"3,0",3,,1,2,,1994, research scientist  -  research & development ,0
887,27,No,travel rarely,1469.0,,1,2,,,4,Male,82,3,1, laboratory technician ,2,,,17881,1,No,11,"3,0",2,1,"5,0",2,"3,0",5,,0,4,,1996,,1
888,49,No,travel rarely,1261.0,,7,3,other,,2,Male,31,2,3, healthcare representative ,3,Single,"10965,0",12066,8,No,24,"4,0",3,0,,2,"3,0",5,,0,0,"10965,0",1974,,Yes
889,36,No,travel rarely,329.0,,2,3,,"501,0",4,Female,96,3,1, research scientist ,3,Married,"2543,0",11868,4,No,13,"3,0",2,1,,3,"3,0",2,,2,2,"2543,0",1987,,Yes
890,34,Yes,non travel,1362.0,,19,3,marketing,"502,0",1,Male,67,4,2, sales executive ,4,,"5304,0",4652,8,Yes,13,"3,0",2,0,,3,"2,0",5,,0,4,"5304,0",1989,,1
891,24,No,,1371.0,,10,4,marketing,"507,0",4,Female,77,3,2, sales executive ,3,Divorced,,5915,1,Yes,12,"3,0",4,1,,2,"4,0",5,,0,3,,1999,,True
892,42,No,,201.0,,1,4,,"517,0",2,Female,Not Available,3,1, laboratory technician ,1,,,20490,3,No,16,"3,0",2,1,"8,0",5,"3,0",5,,1,2,,1981,,Yes
893,54,No,,821.0,,5,2,medical,"522,0",1,Male,86,3,5, research director ,1,Married,"19406,0",8509,4,,11,"3,0",3,1,"24,0",4,"2,0",4,,1,2,"19406,0",1969,,0
894,34,No,,1381.0,,4,4,,"523,0",3,Female,72,3,2, sales executive ,3,Married,"6538,0",12740,9,No,15,"3,0",1,1,,3,"3,0",3,,1,2,"6538,0",1989,,1
895,43,No,,313.0,,21,3,,"525,0",4,Male,61,3,1, laboratory technician ,4,,"2258,0",15238,7,,20,"4,0",1,1,,1,"3,0",3,,1,2,"2258,0",1980,,True
896,43,No,travel rarely,1473.0,,8,4,other,"526,0",3,Female,74,3,2, healthcare representative ,3,,,2227,4,Yes,14,"3,0",4,0,,3,"3,0",5,,0,2,,1980,,1
897,31,No,travel rarely,329.0,,1,2,,"530,0",4,Male,98,2,1, laboratory technician ,1,Married,"2218,0",16193,1,No,12,"3,0",3,1,"4,0",3,,4,,3,2,"2218,0",1992,,0
898,25,Yes,travel rarely,688.0,,3,3,medical,,1,Male,91,3,1, laboratory technician ,1,Married,,9396,5,No,13,"3,0",3,1,"6,0",5,,2,,0,2,,1998,,Yes
899,45,No,,192.0,,10,2,life sciences,"544,0",1,Male,69,3,1, research scientist ,4,Married,"2654,0",9655,3,No,21,,4,2,"8,0",3,"2,0",2,,0,2,"2654,0",1978,,1
900,52,No,travel rarely,1490.0,,4,2,life sciences,,4,Female,Not Available,3,4, manager ,4,Married,,10310,2,No,13,"3,0",4,0,"31,0",2,"1,0",5,,1,4,,1971,,False
901,34,Yes,travel frequently,296.0,,6,2,,"555,0",4,Female,33,1,1, sales representative ,3,,,12253,0,No,16,"3,0",4,1,"3,0",3,"2,0",2,,1,0,,1989,,True
902,26,No,travel rarely,1349.0,,23,3,life sciences,,1,Female,90,3,1, research scientist ,4,Divorced,,3032,1,No,22,"4,0",2,2,,3,"1,0",3,,0,2,,1997,,1
903,29,No,,986.0,,3,4,,"564,0",2,Male,93,2,3, research director ,3,,"11935,0",21526,1,No,18,"3,0",3,0,,2,"3,0",10,,0,7,"11935,0",1994,,Yes
904,29,Yes,,408.0,,25,5,technical degree,,3,Female,71,2,1, research scientist ,2,Married,"2546,0",18300,5,No,16,"3,0",2,0,"6,0",2,"4,0",2,,1,1,"2546,0",1994,,0
905,46,No,,1009.0,,2,3,life sciences,,1,Male,51,3,4, research director ,3,Married,"17861,0",2288,6,No,13,"3,0",3,0,,2,"1,0",3,,0,1,"17861,0",1977,,0
906,46,No,,1125.0,,10,3,marketing,"580,0",3,Female,94,2,3, sales executive ,4,,,11563,2,,19,"3,0",3,1,"15,0",3,"3,0",3,,1,2,,1977,,0
907,30,No,travel rarely,413.0, sales ,7,1,marketing,"585,0",4,Male,57,3,1, sales representative ,2,Single,,18398,0,,14,"3,0",1,0,,3,"3,0",3,,1,2,,1993, sales representative  -  sales ,True
908,34,Yes,travel frequently,988.0, human resources ,23,3,,,2,Female,43,3,3, human resources ,1,Divorced,,11533,9,Yes,15,"3,0",3,3,,2,"3,0",3,,0,2,,1989, human resources  -  human resources ,False
909,42,No,,1474.0,,5,2,other,"591,0",2,Male,97,3,1, laboratory technician ,3,Married,,9260,4,No,17,"3,0",4,1,,4,,2,,2,0,,1981,,Yes
910,22,Yes,,1368.0, research & development ,25,1,technical degree,"593,0",3,Male,99,2,1, laboratory technician ,3,Single,"3894,0",9129,5,No,16,"3,0",3,0,"4,0",3,"3,0",2,,1,2,"3894,0",2001, laboratory technician  -  research & development ,1
911,29,No,travel rarely,232.0,,19,3,technical degree,"611,0",4,Male,34,3,2, manufacturing director ,4,Divorced,"4262,0",22645,4,No,12,"3,0",2,2,"8,0",2,"4,0",3,"2,0",1,2,"4262,0",1994,,Yes
912,46,No,travel frequently,1034.0, research & development ,18,1,medical,"624,0",1,Female,86,3,3, healthcare representative ,3,Married,"10527,0",8984,5,No,11,"3,0",4,0,,3,"2,0",2,,1,2,"10527,0",1977, healthcare representative  -  research & development ,1
913,32,Yes,,1474.0, sales ,11,4,other,"631,0",4,Male,Not Available,4,2, sales executive ,3,,,23914,8,,12,"3,0",4,0,,2,"3,0",4,,1,2,,1991, sales executive  -  sales ,1
914,24,No,,,,24,3,medical,"632,0",4,Male,38,3,1, sales representative ,4,,"2400,0",5530,0,No,13,"3,0",3,2,"3,0",3,"3,0",2,,2,1,"2400,0",1999,,0
915,35,No,travel rarely,538.0,,25,2,,"652,0",1,Male,54,2,2, laboratory technician ,4,Single,"3681,0",14004,4,No,14,"3,0",4,0,,3,"3,0",3,,0,2,"3681,0",1988,,False
916,42,No,,622.0,,2,4,life sciences,"659,0",3,Female,81,3,2, healthcare representative ,4,Married,,5718,1,No,13,"3,0",2,2,"10,0",4,"3,0",10,,2,2,,1981,,1
917,48,No,travel rarely,1236.0,,1,4,,"664,0",4,Female,40,2,4, manager ,1,Married,,17997,7,No,11,"3,0",1,1,"21,0",3,"1,0",3,,0,2,,1975,,1
918,44,No,travel rarely,1112.0,,1,4,,"665,0",1,Female,50,2,2, human resources ,3,,,26894,4,No,11,,2,0,"10,0",1,"4,0",2,"2,0",0,2,,1979,,True
919,34,No,,204.0, sales ,14,3,,"666,0",3,Female,31,3,1, sales representative ,3,,,2912,1,Yes,18,"3,0",4,2,"8,0",3,"3,0",8,,0,6,,1989, sales representative  -  sales ,True
920,21,No,,1343.0,,22,1,technical degree,,3,Male,49,3,1, sales representative ,3,,"3447,0",24444,1,,11,,3,0,,2,"3,0",3,,1,2,"3447,0",2002,,True
921,44,No,travel rarely,1315.0,,3,4,,"671,0",4,Male,35,3,5, manager ,4,,"19513,0",9358,4,,12,"3,0",1,1,"26,0",2,"4,0",2,,0,1,"19513,0",1979,,Yes
922,22,No,travel rarely,,,6,1,medical,"675,0",1,Male,69,3,1, research scientist ,3,Married,,12145,0,,20,"4,0",4,0,,3,"3,0",2,,2,2,,2001,,True
923,26,No,travel rarely,991.0,,6,3,,"686,0",3,Female,71,3,1, laboratory technician ,4,,"2659,0",17759,1,Yes,13,,3,1,,2,"3,0",3,,0,2,"2659,0",1997,,0
924,36,No,,913.0,,9,2,medical,"699,0",2,Male,48,2,2, manufacturing director ,2,,"8847,0",13934,2,Yes,11,"3,0",3,1,"13,0",2,"3,0",3,,0,2,"8847,0",1987,,1
925,27,No,,1115.0,,3,4,medical,,1,Male,54,2,1, research scientist ,4,Single,"2045,0",15174,0,,13,"3,0",4,0,"5,0",0,"3,0",4,,1,1,"2045,0",1996,,True
926,23,No,travel rarely,885.0,,4,3,,"705,0",1,Male,58,4,1, research scientist ,1,,,8544,2,,16,"3,0",1,1,"5,0",3,"4,0",3,,0,2,,2000,,False
927,25,No,,810.0,,8,3,life sciences,"707,0",4,Male,57,4,2, sales executive ,2,,"4851,0",15678,0,No,22,"4,0",3,1,"4,0",4,"3,0",3,,1,2,"4851,0",1998,,0
928,48,No,,817.0,,14,1,,"712,0",14,Male,56,4,2, sales executive ,2,Marreid,"8120,0",18597,3,,12,"3,0",4,0,,3,"3,0",2,,2,2,"8120,0",1975,,Yes
929,24,Yes,travel rarely,693.0,,3,2,life sciences,,1,Female,65,3,2, sales executive ,3,Single,"4577,0",24785,9,No,14,"3,0",1,0,,3,"3,0",2,,2,0,"4577,0",1999,,Yes
930,60,No,travel rarely,1179.0,,16,4,,"732,0",1,Male,84,3,2, sales executive ,1,Single,"5405,0",11924,8,No,14,"3,0",4,0,"10,0",1,"3,0",2,,2,2,"5405,0",1963,,0
931,50,No,,316.0,,8,4,marketing,"738,0",4,Male,54,3,1, sales representative ,2,Married,,9983,7,No,15,"3,0",4,1,"4,0",2,"3,0",2,,2,2,,1973,,True
932,44,No,non travel,381.0,,24,3,,"744,0",1,Male,49,1,1, laboratory technician ,3,Single,"3708,0",2104,2,,14,"3,0",3,0,"9,0",5,"3,0",5,,1,4,"3708,0",1979,,0
933,47,No,travel frequently,217.0,,3,3,,"746,0",4,Female,49,3,4, sales executive ,3,Divorced,"13770,0",10225,9,Yes,12,"3,0",4,2,"28,0",2,"2,0",22,,11,13,"13770,0",1976,,Yes
934,42,Yes,,933.0,,19,3,,"752,0",3,Male,57,4,1, research scientist ,3,Divorced,,20366,6,,12,"3,0",4,0,,2,"3,0",2,,2,2,,1981,,1
935,43,No,travel frequently,775.0,,15,3,life sciences,"754,0",4,Male,47,2,2, sales executive ,4,Married,,23683,3,,18,,3,1,"7,0",5,"3,0",2,,2,2,,1980,,True
936,40,No,,804.0,,2,1,,,4,Female,86,2,1, research scientist ,4,Single,,22929,0,,20,"4,0",4,0,"5,0",2,"2,0",4,,2,3,,1983,,0
937,29,No,,1090.0, sales ,10,3,,,4,Male,83,3,1, sales representative ,2,,"2297,0",17967,1,No,14,"3,0",4,2,,2,"3,0",2,,2,2,"2297,0",1994, sales representative  -  sales ,0
938,53,No,,346.0,,6,3,,"769,0",4,Male,86,3,2, laboratory technician ,4,Single,"2450,0",10919,2,,17,"3,0",4,0,"19,0",4,"3,0",2,,2,2,"2450,0",1970,,False
939,23,No,travel rarely,310.0, research & development ,12,1,medical,,1,Male,79,4,1, research scientist ,3,Single,,19630,1,,18,"3,0",4,0,,3,"3,0",2,,0,2,,2000, research scientist  -  research & development ,0
940,55,Yes,,725.0,,2,3,medical,,4,Male,78,3,5, manager ,1,,,21199,5,Yes,13,"3,0",4,1,"24,0",2,"3,0",5,,1,4,,1968,,False
941,26,No,travel frequently,575.0,,1,2,life sciences,"792,0",1,Female,71,1,1, laboratory technician ,4,,,5288,3,No,14,"3,0",1,1,,2,"3,0",2,,2,0,,1997,,1
942,34,No,travel rarely,182.0,,1,4,,"797,0",2,Female,72,4,1, research scientist ,4,Single,,13551,2,No,16,"3,0",3,0,,2,"3,0",4,,1,3,,1989,,False
943,27,No,,829.0,,8,1,marketing,"800,0",3,Male,84,3,2, sales executive ,4,Married,"4342,0",24008,0,,19,"3,0",2,1,"5,0",3,"3,0",4,,1,1,"4342,0",1996,,Yes
944,35,No,travel rarely,384.0,,8,4,,,1,Female,72,3,1, sales representative ,4,,"2572,0",20317,1,No,16,"3,0",2,1,"3,0",1,"2,0",3,,0,2,"2572,0",1988,,True
945,30,No,travel rarely,921.0,,18,3,,"806,0",4,Male,38,1,1, laboratory technician ,3,Married,,24375,3,No,21,,3,2,"7,0",2,"3,0",2,,0,2,,1993,,Yes
946,34,No,,1111.0,,8,2,,,3,Female,93,3,2, sales executive ,1,,"6500,0",13305,5,No,17,"3,0",2,1,,1,"3,0",3,,1,2,"6500,0",1989,,1
947,52,No,travel rarely,1325.0, research & development ,25,4,life sciences,"813,0",25,Female,82,3,2, laboratory technician ,3,,"3149,0",21821,8,,20,"4,0",2,1,"9,0",3,"3,0",5,,1,4,"3149,0",1971, laboratory technician  -  research & development ,Yes
948,33,Yes,travel rarely,118.0,,16,3,marketing,"819,0",1,Female,69,3,2, sales executive ,1,Single,"5324,0",26507,5,,15,"3,0",3,0,,3,"3,0",3,,0,2,"5324,0",1990,,False
949,35,No,travel rarely,1258.0, research & development ,20,4,,,20,Female,40,4,1, research scientist ,3,Single,,13301,3,No,13,"3,0",3,0,"7,0",0,"3,0",2,,2,2,,1988, research scientist  -  research & development ,False
950,28,Yes,,890.0,,2,4,,,3,Male,Not Available,3,1, research scientist ,3,Single,"4382,0",16374,6,No,17,"3,0",4,0,"5,0",3,"2,0",2,,2,1,"4382,0",1995,,1
951,36,No,travel rarely,1041.0,,13,3,human resources,,3,Male,36,3,1, human resources ,2,Married,,25527,4,,13,"3,0",2,1,,2,"3,0",5,,0,4,,1987,,1
952,34,No,travel frequently,702.0, research & development ,16,4,,"838,0",3,Female,100,2,1, research scientist ,4,Single,"2553,0",8306,1,No,16,"3,0",3,0,"6,0",3,"3,0",5,,1,3,"2553,0",1989, research scientist  -  research & development ,True
953,34,No,,829.0,,3,2,,"847,0",3,Male,Not Available,3,1, human resources ,4,,,2243,0,,19,"3,0",3,1,"4,0",1,"1,0",3,,0,2,,1989,,False
954,44,No,travel rarely,625.0,,4,3,,"852,0",4,Male,50,3,2, healthcare representative ,2,Single,"5933,0",5197,9,,12,"3,0",4,0,"10,0",2,"2,0",5,,2,3,"5933,0",1979,,Yes
955,32,No,,,,13,4,life sciences,"859,0",2,Male,73,3,2, sales executive ,4,Divorced,"4403,0",9250,2,,11,"3,0",3,1,"8,0",3,"2,0",5,,0,3,"4403,0",1991,,True
956,53,No,,661.0,,7,2,,,1,Female,78,2,3, sales executive ,4,Married,"10934,0",20715,7,Yes,18,"3,0",4,1,"35,0",3,"3,0",5,,0,4,"10934,0",1970,,0
957,22,No,,,,1,2,life sciences,"872,0",4,Male,Not Available,2,2, manufacturing director ,4,,,19146,6,,22,"4,0",1,2,"4,0",2,"1,0",2,,2,2,,2001,,0
958,44,No,travel rarely,986.0,,8,4,life sciences,"874,0",1,Male,62,4,1, laboratory technician ,4,,,5044,2,Yes,24,"4,0",3,1,"10,0",2,"2,0",3,,0,2,,1979,,False
959,35,Yes,travel frequently,,,25,4,life sciences,"881,0",4,Female,96,3,1, research scientist ,2,Divorced,"2022,0",16612,1,,19,"3,0",1,1,"10,0",3,"2,0",10,,7,8,"2022,0",1988,,True
960,25,No,,583.0,,4,1,,"885,0",3,Male,87,2,2, sales executive ,1,,"4256,0",18154,1,No,12,"3,0",1,0,"5,0",1,"4,0",5,,0,3,"4256,0",1998,,0
961,49,No,travel rarely,1418.0,,1,3,technical degree,,3,Female,36,3,1, research scientist ,1,,"3580,0",10554,2,No,16,"3,0",2,1,"7,0",2,"3,0",4,,0,2,"3580,0",1974,,False
962,24,No,non travel,1269.0,,19,1,life sciences,"888,0",1,Male,Not Available,2,1, laboratory technician ,4,,,10778,0,,17,"3,0",4,0,,2,"2,0",5,,3,4,,1999,,False
963,38,No,travel rarely,395.0, sales ,9,3,marketing,"893,0",2,Male,98,2,1, sales representative ,2,,"2899,0",12102,0,,19,"3,0",4,1,"3,0",3,"3,0",2,,1,2,"2899,0",1985, sales representative  -  sales ,1
964,29,Yes,travel rarely,341.0,,1,3,medical,"896,0",2,Female,48,2,1, sales representative ,3,,,23522,6,Yes,19,"3,0",3,3,"5,0",3,"3,0",3,,0,2,,1994,,0
965,43,No,travel frequently,,,1,3,life sciences,"902,0",4,Female,33,3,2, healthcare representative ,4,Married,"5562,0",21782,4,,13,"3,0",2,1,"12,0",2,"2,0",5,,2,2,"5562,0",1980,,1
966,28,No,travel rarely,821.0,,5,4,medical,"916,0",1,Male,98,3,2, sales executive ,4,Single,,24252,1,,14,"3,0",2,0,"4,0",3,"3,0",4,,0,2,,1995,,False
967,20,Yes,travel rarely,500.0,,2,3,,"922,0",3,Female,49,2,1, sales representative ,3,Single,,22052,1,,13,"3,0",4,0,"2,0",3,"2,0",2,,0,2,,2003,,1
968,47,No,,1454.0,,2,4,life sciences,"925,0",4,Female,65,2,1, sales representative ,4,Single,,13137,1,Yes,18,"3,0",1,0,"3,0",3,"2,0",3,,1,2,,1976,,1
969,22,Yes,travel rarely,617.0,,3,1,life sciences,,2,Female,34,3,2, manufacturing director ,3,Married,,10022,0,Yes,19,"3,0",1,1,"4,0",3,"4,0",3,,0,2,,2001,,True
970,28,No,,995.0,,9,3,medical,"930,0",3,Female,77,3,1, research scientist ,3,Divorced,"2377,0",9834,5,No,18,"3,0",2,1,"6,0",2,"3,0",2,,2,2,"2377,0",1995,,Yes
971,39,Yes,,1122.0, research & development ,6,3,medical,,4,Male,70,3,1, laboratory technician ,1,Married,"2404,0",4303,7,,21,"4,0",4,0,,2,"1,0",2,,2,2,"2404,0",1984, laboratory technician  -  research & development ,Yes
972,33,No,travel rarely,1198.0, research & development ,1,4,,"939,0",3,Male,100,2,1, research scientist ,1,Single,"2799,0",3339,3,,11,"3,0",2,0,,1,"3,0",3,,0,2,"2799,0",1990, research scientist  -  research & development ,False
973,36,No,travel rarely,188.0, research & development ,7,4,other,,2,Male,65,3,1, research scientist ,4,Single,,23293,2,,18,"3,0",3,0,"8,0",6,"3,0",6,,0,1,,1987, research scientist  -  research & development ,1
974,35,No,travel rarely,1219.0,,48,3,,"975,0",3,Female,86,3,2, sales executive ,3,,,6179,1,,16,"3,0",2,0,"5,0",3,"3,0",5,,1,0,,1988,,Yes
975,31,Yes,,335.0,,9,2,medical,"991,0",3,Male,46,2,1, research scientist ,1,Single,,10322,0,Yes,22,"4,0",1,0,"4,0",0,"3,0",3,,1,2,,1992,,0
976,33,No,travel rarely,461.0,,13,1,life sciences,"995,0",2,Female,53,3,1, research scientist ,4,Single,"3452,0",17241,3,,18,"3,0",1,0,"5,0",4,"3,0",3,,0,2,"3452,0",1990,,0
977,27,No,,1134.0,,24,4,,"1001,0",24,Female,37,3,1, laboratory technician ,2,Marreid,"2811,0",12086,9,No,14,"3,0",2,1,"4,0",2,"3,0",2,,2,2,"2811,0",1996,,False
978,30,Yes,travel rarely,138.0,,22,3,,,1,Female,48,3,1, research scientist ,3,Married,,11539,4,,11,"3,0",2,0,,2,,5,,0,1,,1993,,1
979,24,No,,1206.0,,17,1,medical,,4,Female,41,2,2, manufacturing director ,3,Divorced,"4377,0",24117,1,No,15,"3,0",2,2,"5,0",6,"3,0",4,,3,2,"4377,0",1999,,0
980,35,Yes,travel rarely,622.0, research & development ,14,4,other,"1010,0",3,Male,39,2,1, laboratory technician ,2,Divorced,,10074,1,Yes,24,"4,0",4,1,"5,0",2,"1,0",4,,0,2,,1988, laboratory technician  -  research & development ,0
981,30,Yes,,109.0,,5,3,,"1017,0",2,Female,60,3,1, laboratory technician ,2,,,25725,0,,17,"3,0",1,0,"4,0",3,"3,0",3,,1,2,,1993,,True
982,48,No,travel rarely,277.0, research & development ,6,3,,"1022,0",1,Male,97,2,2, healthcare representative ,3,,"4240,0",13119,2,No,13,"3,0",4,0,"19,0",0,"3,0",2,,2,2,"4240,0",1975, healthcare representative  -  research & development ,Yes
983,41,No,travel rarely,549.0,,7,2,medical,,4,Female,42,3,2, manufacturing director ,3,,,23371,6,,14,"3,0",2,0,"8,0",6,"3,0",2,,2,1,,1982,,False
984,27,No,,1055.0, research & development ,2,4,,"1027,0",1,Female,47,3,2, manufacturing director ,4,,"4227,0",4658,0,,18,"3,0",2,1,,2,,3,,2,2,"4227,0",1996, manufacturing director  -  research & development ,Yes
985,35,No,travel rarely,802.0, research & development ,10,3,other,"1028,0",2,Male,45,3,1, laboratory technician ,4,,"3917,0",9541,1,No,20,"4,0",1,1,"3,0",4,"2,0",3,,1,2,"3917,0",1988, laboratory technician  -  research & development ,0
986,26,Yes,non travel,265.0,,29,2,medical,"1037,0",2,Male,79,1,2, sales executive ,1,Single,"4969,0",21813,8,No,18,"3,0",4,0,,6,"3,0",2,,2,2,"4969,0",1997,,Yes
987,33,No,non travel,1038.0, sales ,8,1,life sciences,"1044,0",2,Female,Not Available,2,1, sales representative ,4,,,21437,0,,19,"3,0",4,0,,2,"2,0",2,,2,2,,1990, sales representative  -  sales ,False
988,26,Yes,,342.0,,2,3,life sciences,"1053,0",1,Male,57,3,1, research scientist ,1,Married,"2042,0",15346,6,,14,"3,0",2,1,"6,0",2,"3,0",3,,1,2,"2042,0",1997,,1
989,38,No,travel frequently,1186.0,,3,4,,,3,Male,44,3,1, research scientist ,3,,"2821,0",2997,3,No,16,"3,0",1,1,"8,0",2,"3,0",2,,2,2,"2821,0",1985,,False
990,46,No,,430.0,,47,4,medical,"1069,0",47,Male,40,3,5, research director ,4,,,21445,9,No,17,"3,0",4,2,"23,0",0,"3,0",2,,2,2,,1977,,True
991,20,Yes,,769.0,,9,3,marketing,"1077,0",4,Female,54,3,1, sales representative ,4,Single,,17205,1,Yes,14,"3,0",2,0,"2,0",3,"3,0",2,,0,2,,2003,,1
992,30,No,,1176.0,,20,3,other,"1084,0",20,Male,85,3,2, manufacturing director ,1,Marreid,"9957,0",9096,0,,15,"3,0",3,1,"7,0",1,"2,0",6,,0,2,"9957,0",1993,,0
993,27,No,non travel,1277.0,,8,5,,"1094,0",1,Male,87,1,1, laboratory technician ,3,Married,,5869,1,,19,"3,0",4,3,"3,0",4,,3,,1,2,,1996,,0
994,55,No,,1091.0,,2,1,,"1096,0",4,Male,65,3,3, manufacturing director ,2,Married,,15813,3,No,18,"3,0",2,1,"23,0",4,"3,0",3,,1,2,,1968,,Yes
995,33,No,travel rarely,654.0,,5,3,life sciences,"1099,0",4,Male,34,2,3, healthcare representative ,4,,,21214,4,No,15,"3,0",3,1,,2,"3,0",3,,1,2,,1990,,1
996,28,No,,895.0,,15,2,life sciences,"1102,0",1,Male,50,3,1, laboratory technician ,3,,"2207,0",22482,1,No,16,"3,0",4,1,"4,0",5,"2,0",4,,2,2,"2207,0",1995,,Yes
